Route ID,Source,Destination,Carrier,Distance (km),Cost per km ($),Total Cost ($),Delivery Time (hrs),Delivery Status
R4850,Philadelphia,San Francisco,Carrier B,4065,2.71,11016.15,46.93,Delivered
R4851,Boston,Miami,Carrier A,3459,2.9,10031.1,51.12,Delivered
R4852,San Francisco,New York,Carrier B,382,1.76,672.32,6.21,Delivered
R4853,Los Angeles,Atlanta,Carrier A,3737,2.94,10986.78,42.96,Pending
R4854,Denver,Houston,Carrier B,1700,1.82,3094.0,20.95,Pending
R4855,New York,Miami,Carrier A,2332,2.24,5223.68,30.18,Pending
R4856,Houston,New York,Carrier A,4178,3.28,13703.84,55.52,In Transit
R4857,Houston,Philadelphia,Carrier B,4639,2.75,12757.25,55.09,Pending
R4858,Seattle,Denver,Carrier B,3041,2.55,7754.55,37.16,Pending
R4859,Chicago,New York,Carrier A,2560,2.09,5350.4,31.36,Pending
R4860,Houston,Seattle,Carrier A,985,2.02,1989.7,12.49,Pending
R4861,Denver,Las Vegas,Carrier C,447,2.94,1314.18,5.66,Pending
R4862,Las Vegas,Dallas,Carrier A,1203,2.6,3127.8,14.22,Delivered
R4863,Seattle,Detroit,Carrier C,2054,2.66,5463.64,24.77,In Transit
R4864,Dallas,Phoenix,Carrier B,1704,2.11,3595.44,17.99,Pending
R4865,Detroit,Miami,Carrier B,3011,2.04,6142.44,37.57,Pending
R4866,San Francisco,Los Angeles,Carrier C,4009,2.71,10864.39,48.32,Pending
R4867,Denver,Boston,Carrier B,2887,1.52,4388.24,30.98,Pending
R4868,Miami,Denver,Carrier C,2807,2.71,7606.97,31.39,Delivered
R4869,New York,Miami,Carrier C,1023,2.49,2547.27,12.95,Delivered
R4870,Atlanta,Atlanta,Carrier B,402,2.12,852.24,4.07,Pending
R4871,Atlanta,Philadelphia,Carrier A,1063,1.86,1977.18,14.35,Delivered
R4872,Las Vegas,Detroit,Carrier A,3765,1.74,6551.1,39.5,Delivered
R4873,Las Vegas,Las Vegas,Carrier B,2363,2.84,6710.92,31.43,Pending
R4874,Detroit,Miami,Carrier C,2520,1.86,4687.2,28.5,Pending
R4875,Seattle,Houston,Carrier B,2479,2.31,5726.49,35.46,Delivered
R4876,Chicago,Denver,Carrier A,510,3.36,1713.6,7.35,In Transit
R4877,Chicago,Houston,Carrier A,4205,2.6,10933.0,64.37,In Transit
R4878,Philadelphia,Denver,Carrier A,4662,1.71,7972.02,54.55,In Transit
R4879,Chicago,San Francisco,Carrier C,947,2.87,2717.89,12.27,Pending
R4880,Phoenix,Boston,Carrier A,3173,3.28,10407.44,38.68,Delivered
R4881,Los Angeles,Miami,Carrier A,3189,1.95,6218.55,46.08,In Transit
R4882,San Francisco,Philadelphia,Carrier C,2304,3.0,6912.0,36.82,In Transit
R4883,Seattle,Las Vegas,Carrier A,1213,1.93,2341.09,19.26,Pending
R4884,Phoenix,Dallas,Carrier C,3520,2.18,7673.6,38.17,In Transit
R4885,Seattle,Atlanta,Carrier A,2876,3.06,8800.56,30.27,In Transit
R4886,Houston,Chicago,Carrier A,1148,2.96,3398.08,11.68,Pending
R4887,Denver,Atlanta,Carrier C,1708,2.0,3416.0,19.35,Pending
R4888,Seattle,Las Vegas,Carrier A,2820,2.24,6316.8,38.26,In Transit
R4889,Seattle,Las Vegas,Carrier C,4416,1.63,7198.08,52.3,In Transit
R4890,Denver,Seattle,Carrier B,4496,2.6,11689.6,70.58,Pending
R4891,Philadelphia,Chicago,Carrier C,3614,1.63,5890.82,60.09,Delivered
R4892,Dallas,Las Vegas,Carrier B,386,2.81,1084.66,5.88,Delivered
R4893,San Francisco,Miami,Carrier C,494,2.35,1160.9,7.19,In Transit
R4894,Houston,Philadelphia,Carrier A,2320,1.79,4152.8,31.45,Pending
R4895,Atlanta,Chicago,Carrier A,3576,2.26,8081.76,38.53,Pending
R4896,Houston,Boston,Carrier B,1478,2.85,4212.3,15.97,Delivered
R4897,New York,Miami,Carrier B,4192,3.14,13162.88,53.04,In Transit
R4898,New York,San Francisco,Carrier C,2447,2.71,6631.37,34.21,Delivered
R4899,Chicago,Los Angeles,Carrier B,1850,2.98,5513.0,20.73,In Transit
R4900,Los Angeles,Boston,Carrier B,1941,1.62,3144.42,19.7,In Transit
R4901,Chicago,Miami,Carrier A,3716,2.59,9624.44,58.73,Delivered
R4902,Denver,New York,Carrier B,3887,2.91,11311.17,43.17,In Transit
R4903,Los Angeles,New York,Carrier A,1648,2.87,4729.76,26.04,In Transit
R4904,Atlanta,Atlanta,Carrier C,3196,1.76,5624.96,41.18,Pending
R4905,New York,Los Angeles,Carrier B,2180,2.2,4796.0,28.83,Delivered
R4906,Boston,Chicago,Carrier A,1666,2.16,3598.56,20.97,In Transit
R4907,Seattle,Dallas,Carrier C,702,2.26,1586.52,11.08,Pending
R4908,Seattle,Phoenix,Carrier A,3604,1.92,6919.68,49.73,Delivered
R4909,Chicago,Seattle,Carrier A,3161,1.74,5500.14,34.47,In Transit
R4910,Philadelphia,Seattle,Carrier A,4439,3.16,14027.24,46.61,In Transit
R4911,Philadelphia,San Francisco,Carrier C,1997,3.04,6070.88,29.0,Delivered
R4912,Seattle,Philadelphia,Carrier B,3864,1.87,7225.68,43.44,Pending
R4913,Detroit,Denver,Carrier A,4532,1.69,7659.08,49.42,Pending
R4914,Dallas,Atlanta,Carrier A,2046,3.26,6669.96,29.33,Pending
R4915,Detroit,Houston,Carrier C,1934,2.67,5163.78,27.63,Delivered
R4916,Detroit,Chicago,Carrier C,1492,2.15,3207.8,15.53,In Transit
R4917,San Francisco,New York,Carrier C,3652,1.74,6354.48,55.99,Delivered
R4918,Phoenix,Atlanta,Carrier C,477,3.42,1631.34,6.52,Pending
R4919,Denver,Las Vegas,Carrier A,4061,2.55,10355.55,66.87,In Transit
R4920,Miami,San Francisco,Carrier C,1232,1.52,1872.64,13.18,Pending
R4921,Detroit,Denver,Carrier C,2162,1.57,3394.34,24.46,Delivered
R4922,Houston,Seattle,Carrier B,421,2.44,1027.24,5.99,Pending
R4923,Las Vegas,Las Vegas,Carrier A,2976,3.18,9463.68,49.16,In Transit
R4924,San Francisco,Chicago,Carrier C,3557,1.65,5869.05,46.12,Pending
R4925,Phoenix,Atlanta,Carrier B,2707,2.59,7011.13,43.64,Delivered
R4926,Detroit,Los Angeles,Carrier B,4929,1.92,9463.68,59.44,In Transit
R4927,Seattle,Denver,Carrier C,3886,2.8,10880.8,43.89,Pending
R4928,Las Vegas,Los Angeles,Carrier C,4334,2.51,10878.34,62.61,Pending
R4929,Detroit,Seattle,Carrier C,4367,1.91,8340.97,43.81,In Transit
R4930,Denver,Philadelphia,Carrier A,673,3.43,2308.39,6.75,In Transit
R4931,Phoenix,Atlanta,Carrier A,650,2.35,1527.5,6.81,Pending
R4932,Los Angeles,Detroit,Carrier C,2260,3.33,7525.8,35.97,In Transit
R4933,Denver,Miami,Carrier C,4712,2.25,10602.0,78.47,Delivered
R4934,Detroit,Phoenix,Carrier A,1422,2.75,3910.5,15.6,In Transit
R4935,Detroit,Dallas,Carrier B,3086,3.21,9906.06,37.96,Pending
R4936,San Francisco,Denver,Carrier C,3375,2.7,9112.5,43.76,Delivered
R4937,Denver,Chicago,Carrier A,881,3.25,2863.25,9.8,Delivered
R4938,Boston,Seattle,Carrier B,1733,3.32,5753.56,22.04,In Transit
R4939,Denver,Detroit,Carrier A,2617,2.61,6830.37,31.07,Delivered
R4940,New York,Chicago,Carrier A,387,3.06,1184.22,4.23,Delivered
R4941,Detroit,Atlanta,Carrier C,1561,2.78,4339.58,25.76,Delivered
R4942,Seattle,Detroit,Carrier C,3329,2.4,7989.6,45.31,Pending
R4943,Detroit,San Francisco,Carrier B,3039,1.94,5895.66,35.11,Pending
R4944,Las Vegas,Chicago,Carrier B,1939,2.64,5118.96,20.84,Delivered
R4945,Chicago,Seattle,Carrier A,2939,2.6,7641.4,38.68,Delivered
R4946,Detroit,Boston,Carrier A,3420,2.64,9028.8,45.82,Pending
R4947,Seattle,San Francisco,Carrier B,1577,1.84,2901.68,23.13,In Transit
R4948,San Francisco,San Francisco,Carrier A,1022,1.59,1624.98,12.68,Pending
R4949,Houston,Dallas,Carrier B,4479,1.64,7345.56,67.63,Delivered
R4950,Atlanta,Los Angeles,Carrier C,3591,3.16,11347.56,47.11,In Transit
R4951,Miami,Chicago,Carrier B,2527,1.5,3790.5,40.42,Delivered
R4952,Los Angeles,New York,Carrier B,3880,3.21,12454.8,55.22,Pending
R4953,Denver,Seattle,Carrier B,4094,1.78,7287.32,45.38,In Transit
R4954,Denver,Phoenix,Carrier C,1039,3.06,3179.34,16.11,Pending
R4955,Denver,Las Vegas,Carrier B,3632,1.66,6029.12,37.53,Pending
R4956,Detroit,New York,Carrier A,3801,3.22,12239.22,55.27,Pending
R4957,New York,Dallas,Carrier B,3633,1.97,7157.01,37.26,Delivered
R4958,Las Vegas,Detroit,Carrier A,2063,3.31,6828.53,28.13,Pending
R4959,Miami,New York,Carrier B,2294,2.46,5643.24,35.63,Delivered
R4960,Houston,Dallas,Carrier B,3028,1.84,5571.52,49.18,Pending
R4961,Dallas,Atlanta,Carrier A,2165,3.2,6928.0,29.9,In Transit
R4962,Los Angeles,Seattle,Carrier B,2268,2.48,5624.64,33.12,Pending
R4963,Philadelphia,Atlanta,Carrier C,3110,2.07,6437.7,39.6,Delivered
R4964,Houston,San Francisco,Carrier C,3468,2.81,9745.08,51.39,Pending
R4965,Houston,Los Angeles,Carrier C,3726,2.67,9948.42,51.92,In Transit
R4966,Atlanta,New York,Carrier A,4262,2.12,9035.44,45.97,Delivered
R4967,Atlanta,Detroit,Carrier C,3313,2.04,6758.52,33.47,Delivered
R4968,Atlanta,Phoenix,Carrier C,1224,2.07,2533.68,17.56,In Transit
R4969,Las Vegas,Denver,Carrier C,1903,2.36,4491.08,31.27,Delivered
R4970,San Francisco,Atlanta,Carrier A,3465,2.72,9424.8,44.14,In Transit
R4971,Seattle,New York,Carrier C,1855,2.16,4006.8,21.35,In Transit
R4972,Detroit,Detroit,Carrier B,2528,2.32,5864.96,29.11,In Transit
R4973,Las Vegas,Phoenix,Carrier B,4466,2.69,12013.54,46.76,Pending
R4974,Boston,New York,Carrier B,3447,2.58,8893.26,56.4,In Transit
R4975,Philadelphia,Houston,Carrier C,1552,2.64,4097.28,25.26,Pending
R4976,Miami,San Francisco,Carrier C,3064,2.92,8946.88,31.29,Delivered
R4977,Chicago,Los Angeles,Carrier A,1134,3.43,3889.62,13.69,Pending
R4978,Philadelphia,San Francisco,Carrier C,631,2.96,1867.76,6.71,Delivered
R4979,Denver,Los Angeles,Carrier C,4636,3.06,14186.16,52.32,Pending
R4980,Dallas,Miami,Carrier B,2069,2.98,6165.62,22.31,Pending
R4981,Seattle,New York,Carrier C,730,3.42,2496.6,10.21,Pending
R4982,Atlanta,Atlanta,Carrier B,1975,3.4,6715.0,22.73,Delivered
R4983,Las Vegas,Phoenix,Carrier B,4131,3.0,12393.0,50.42,In Transit
R4984,Dallas,Detroit,Carrier A,2591,2.06,5337.46,27.5,Delivered
R4985,Detroit,Detroit,Carrier B,2080,2.31,4804.8,20.89,In Transit
R4986,Dallas,Atlanta,Carrier C,3570,2.64,9424.8,40.06,Pending
R4987,Houston,Atlanta,Carrier A,803,2.33,1870.99,8.07,In Transit
R4988,Detroit,San Francisco,Carrier A,4188,2.31,9674.28,58.78,Pending
R4989,Chicago,Las Vegas,Carrier A,723,3.42,2472.66,10.22,In Transit
R4990,Philadelphia,Denver,Carrier A,4700,3.02,14194.0,47.25,In Transit
R4991,Los Angeles,Las Vegas,Carrier B,4410,2.61,11510.1,53.36,Pending
R4992,New York,Chicago,Carrier C,1280,1.5,1920.0,16.33,In Transit
R4993,Chicago,Los Angeles,Carrier A,4765,2.96,14104.4,74.05,Pending
R4994,New York,San Francisco,Carrier C,3474,1.89,6565.86,53.31,In Transit
R4995,Denver,Boston,Carrier A,4665,2.94,13715.1,63.07,Pending
R4996,Chicago,Houston,Carrier A,666,2.05,1365.3,10.1,Pending
R4997,Seattle,Houston,Carrier C,4710,2.43,11445.3,53.57,Delivered
R4998,Los Angeles,Seattle,Carrier A,3912,1.96,7667.52,40.36,Delivered
R4999,Seattle,Houston,Carrier A,2114,2.82,5961.48,23.38,Delivered
R5000,Chicago,Los Angeles,Carrier A,2372,3.41,8088.52,28.66,Delivered
R5001,Houston,Chicago,Carrier B,1731,2.16,3738.96,19.7,Delivered
R5002,Philadelphia,Los Angeles,Carrier A,1135,1.93,2190.55,16.06,Pending
R5003,San Francisco,Detroit,Carrier A,3470,1.6,5552.0,49.92,Pending
R5004,Las Vegas,Dallas,Carrier C,1543,2.43,3749.49,23.21,Pending
R5005,Chicago,Boston,Carrier B,2934,3.01,8831.34,44.04,In Transit
R5006,Phoenix,Houston,Carrier A,4119,3.15,12974.85,65.77,In Transit
R5007,Las Vegas,Phoenix,Carrier B,3554,2.9,10306.6,37.72,Delivered
R5008,New York,Seattle,Carrier A,4812,3.03,14580.36,49.39,Delivered
R5009,San Francisco,Las Vegas,Carrier A,3588,2.11,7570.68,44.49,In Transit
R5010,Las Vegas,Dallas,Carrier C,3930,2.53,9942.9,43.25,Delivered
R5011,Denver,Dallas,Carrier A,1733,1.97,3414.01,22.39,Pending
R5012,Denver,Los Angeles,Carrier B,3263,2.45,7994.35,40.98,Delivered
R5013,Phoenix,Dallas,Carrier B,310,3.23,1001.3,3.19,Pending
R5014,Detroit,San Francisco,Carrier C,3175,3.27,10382.25,41.6,Pending
R5015,Phoenix,Denver,Carrier A,1754,3.25,5700.5,27.26,Pending
R5016,San Francisco,Miami,Carrier C,3639,2.22,8078.58,40.06,Pending
R5017,Las Vegas,San Francisco,Carrier B,2139,3.34,7144.26,26.91,Delivered
R5018,Denver,Chicago,Carrier C,4773,2.15,10261.95,53.46,Delivered
R5019,Miami,San Francisco,Carrier A,2393,2.01,4809.93,30.37,Delivered
R5020,Houston,New York,Carrier C,538,2.91,1565.58,6.23,In Transit
R5021,Las Vegas,Miami,Carrier A,304,2.82,857.28,3.62,In Transit
R5022,Miami,Philadelphia,Carrier A,2922,2.57,7509.54,35.75,In Transit
R5023,Boston,Chicago,Carrier C,4736,2.43,11508.48,52.76,Pending
R5024,Chicago,Philadelphia,Carrier B,1790,2.97,5316.3,21.51,Delivered
R5025,Seattle,Phoenix,Carrier C,3328,1.61,5358.08,47.4,In Transit
R5026,Houston,Chicago,Carrier A,1609,1.8,2896.2,21.5,Delivered
R5027,Dallas,Los Angeles,Carrier C,3603,2.35,8467.05,55.64,Delivered
R5028,New York,Philadelphia,Carrier A,3297,1.74,5736.78,37.21,Pending
R5029,Houston,Seattle,Carrier C,4972,1.66,8253.52,54.46,In Transit
R5030,Las Vegas,Detroit,Carrier C,1057,2.8,2959.6,10.9,Delivered
R5031,San Francisco,Phoenix,Carrier A,4833,2.55,12324.15,71.58,Delivered
R5032,Las Vegas,Detroit,Carrier B,2921,3.46,10106.66,31.42,Pending
R5033,Houston,Chicago,Carrier B,2109,1.83,3859.47,26.2,Delivered
R5034,Las Vegas,Atlanta,Carrier A,3686,3.28,12090.08,52.0,Pending
R5035,Miami,Philadelphia,Carrier A,4637,2.57,11917.09,68.16,In Transit
R5036,Miami,Miami,Carrier B,718,2.5,1795.0,7.27,In Transit
R5037,Atlanta,Los Angeles,Carrier B,584,2.98,1740.32,5.87,Delivered
R5038,New York,Detroit,Carrier A,3477,2.29,7962.33,38.18,Pending
R5039,Philadelphia,Detroit,Carrier A,1056,2.81,2967.36,10.73,In Transit
R5040,Atlanta,San Francisco,Carrier B,3180,1.97,6264.6,43.84,In Transit
R5041,Denver,Las Vegas,Carrier C,3284,2.74,8998.16,48.19,Delivered
R5042,Boston,New York,Carrier C,2096,2.76,5784.96,24.04,Delivered
R5043,Atlanta,Phoenix,Carrier C,4477,3.12,13968.24,65.37,Pending
R5044,Chicago,New York,Carrier A,4735,2.23,10559.05,50.02,Pending
R5045,Las Vegas,Detroit,Carrier A,3576,3.36,12015.36,53.46,In Transit
R5046,Philadelphia,Boston,Carrier C,4599,2.16,9933.84,71.15,Pending
R5047,Houston,Phoenix,Carrier C,3733,2.6,9705.8,40.13,In Transit
R5048,Seattle,Chicago,Carrier B,2865,3.21,9196.65,37.24,In Transit
R5049,Miami,Atlanta,Carrier A,1100,1.91,2101.0,13.53,Delivered
R5050,Phoenix,Phoenix,Carrier A,1550,1.92,2976.0,20.47,Pending
R5051,Dallas,Miami,Carrier B,1705,2.57,4381.85,22.48,Delivered
R5052,Las Vegas,New York,Carrier B,3612,2.25,8127.0,40.61,Pending
R5053,Boston,New York,Carrier A,4629,2.93,13562.97,55.42,In Transit
R5054,Miami,Boston,Carrier B,2882,1.74,5014.68,42.23,Pending
R5055,Los Angeles,Boston,Carrier B,1515,3.29,4984.35,15.16,Pending
R5056,Phoenix,San Francisco,Carrier C,3786,3.3,12493.8,54.68,In Transit
R5057,Philadelphia,Las Vegas,Carrier C,874,3.23,2823.02,10.8,Pending
R5058,Denver,Seattle,Carrier A,4832,2.66,12853.12,66.62,Pending
R5059,Seattle,Boston,Carrier B,3319,2.92,9691.48,37.55,Pending
R5060,Boston,Detroit,Carrier A,4895,1.99,9741.05,71.43,In Transit
R5061,San Francisco,Phoenix,Carrier C,3595,2.03,7297.85,54.51,In Transit
R5062,San Francisco,Detroit,Carrier A,3405,3.03,10317.15,38.4,Pending
R5063,Seattle,Denver,Carrier C,573,1.56,893.88,7.17,In Transit
R5064,Miami,Boston,Carrier C,2254,1.52,3426.08,37.18,Delivered
R5065,Las Vegas,Los Angeles,Carrier C,2331,2.45,5710.95,37.84,Delivered
R5066,Boston,Dallas,Carrier C,1863,2.69,5011.47,18.95,In Transit
R5067,New York,Houston,Carrier C,4902,2.93,14362.86,75.62,Delivered
R5068,San Francisco,Los Angeles,Carrier C,2989,1.65,4931.85,33.03,Delivered
R5069,Seattle,Philadelphia,Carrier C,3723,3.3,12285.9,50.52,Delivered
R5070,Atlanta,New York,Carrier A,1977,1.55,3064.35,31.96,Pending
R5071,San Francisco,Boston,Carrier A,4380,2.44,10687.2,56.98,In Transit
R5072,New York,Boston,Carrier A,3503,1.92,6725.76,39.64,In Transit
R5073,Miami,Boston,Carrier B,2595,2.97,7707.15,38.09,Pending
R5074,Atlanta,Chicago,Carrier C,1800,2.32,4176.0,19.08,In Transit
R5075,Chicago,Chicago,Carrier A,2004,3.22,6452.88,24.28,Delivered
R5076,New York,Miami,Carrier B,1472,3.18,4680.96,16.06,Pending
R5077,Philadelphia,San Francisco,Carrier C,3647,1.98,7221.06,53.93,Delivered
R5078,Detroit,Houston,Carrier B,2928,3.11,9106.08,37.14,Pending
R5079,Houston,San Francisco,Carrier C,3458,3.07,10616.06,35.17,In Transit
R5080,Phoenix,Houston,Carrier B,2409,2.97,7154.73,37.14,Pending
R5081,Chicago,Seattle,Carrier C,3723,2.96,11020.08,48.74,Delivered
R5082,Denver,San Francisco,Carrier C,309,2.35,726.15,3.29,Delivered
R5083,Denver,Miami,Carrier B,4058,2.8,11362.4,46.39,In Transit
R5084,Atlanta,Las Vegas,Carrier C,1294,2.06,2665.64,20.23,Pending
R5085,Atlanta,Philadelphia,Carrier A,3693,2.95,10894.35,41.48,Pending
R5086,Las Vegas,Atlanta,Carrier B,1140,2.87,3271.8,14.81,In Transit
R5087,Philadelphia,Dallas,Carrier B,3050,3.07,9363.5,39.55,Pending
R5088,Dallas,Detroit,Carrier B,3774,3.07,11586.18,41.11,Delivered
R5089,Las Vegas,Atlanta,Carrier B,3464,2.4,8313.6,35.25,In Transit
R5090,Denver,Phoenix,Carrier B,1973,3.03,5978.19,22.68,In Transit
R5091,Los Angeles,San Francisco,Carrier B,3899,2.61,10176.39,60.89,Delivered
R5092,Atlanta,Houston,Carrier B,2207,1.97,4347.79,27.98,Delivered
R5093,Miami,Detroit,Carrier A,1811,2.18,3947.98,18.77,In Transit
R5094,Denver,Chicago,Carrier B,4742,3.09,14652.78,53.97,Pending
R5095,Denver,San Francisco,Carrier A,946,3.05,2885.3,10.68,Delivered
R5096,Los Angeles,Philadelphia,Carrier B,2790,3.03,8453.7,31.43,In Transit
R5097,Los Angeles,Los Angeles,Carrier A,1663,2.21,3675.23,17.64,Delivered
R5098,Houston,Las Vegas,Carrier A,754,1.59,1198.86,7.68,Pending
R5099,Seattle,Atlanta,Carrier C,4614,2.63,12134.82,52.88,Pending
R5100,Philadelphia,Las Vegas,Carrier A,4455,1.64,7306.2,45.0,Pending
R5101,Houston,Boston,Carrier A,3696,3.2,11827.2,41.73,In Transit
R5102,Las Vegas,Boston,Carrier A,3483,1.75,6095.25,44.28,In Transit
R5103,Chicago,Las Vegas,Carrier A,1588,2.8,4446.4,23.96,In Transit
R5104,Atlanta,Atlanta,Carrier A,3028,1.91,5783.48,32.68,In Transit
R5105,Chicago,Miami,Carrier C,3828,1.94,7426.32,57.11,Delivered
R5106,Detroit,Dallas,Carrier C,4706,2.5,11765.0,63.88,In Transit
R5107,Las Vegas,Atlanta,Carrier C,2358,2.13,5022.54,31.58,Delivered
R5108,Denver,Atlanta,Carrier C,3405,1.91,6503.55,38.47,Pending
R5109,Denver,Chicago,Carrier B,2346,2.8,6568.8,24.34,In Transit
R5110,Houston,Miami,Carrier C,3913,3.13,12247.69,60.34,In Transit
R5111,Las Vegas,Chicago,Carrier C,2934,2.73,8009.82,32.65,Delivered
R5112,Miami,Atlanta,Carrier B,498,2.39,1190.22,6.66,Delivered
R5113,San Francisco,Denver,Carrier B,364,2.3,837.2,4.03,Delivered
R5114,New York,Dallas,Carrier C,3969,3.24,12859.56,56.31,Delivered
R5115,San Francisco,Dallas,Carrier C,3051,2.58,7871.58,32.95,Delivered
R5116,Los Angeles,Seattle,Carrier C,4601,3.22,14815.22,49.59,In Transit
R5117,Philadelphia,Seattle,Carrier C,954,1.57,1497.78,10.94,Delivered
R5118,Boston,Phoenix,Carrier B,2133,1.54,3284.82,22.97,In Transit
R5119,New York,Philadelphia,Carrier B,2728,1.96,5346.88,41.68,Pending
R5120,Las Vegas,Detroit,Carrier B,1533,2.89,4430.37,15.66,In Transit
R5121,Philadelphia,Philadelphia,Carrier A,879,2.68,2355.72,8.93,Pending
R5122,Miami,Miami,Carrier B,1218,2.03,2472.54,17.94,In Transit
R5123,Miami,San Francisco,Carrier B,3610,3.28,11840.8,53.85,In Transit
R5124,Denver,Philadelphia,Carrier C,2763,3.39,9366.57,31.51,Pending
R5125,Boston,San Francisco,Carrier B,3698,2.91,10761.18,51.16,Pending
R5126,Atlanta,Las Vegas,Carrier B,2941,2.22,6529.02,35.94,Pending
R5127,Boston,Houston,Carrier A,844,2.9,2447.6,11.21,Delivered
R5128,Phoenix,Philadelphia,Carrier C,572,3.29,1881.88,8.12,Pending
R5129,Philadelphia,Seattle,Carrier A,738,3.26,2405.88,9.02,Pending
R5130,Chicago,New York,Carrier A,2617,2.63,6882.71,29.56,In Transit
R5131,Boston,San Francisco,Carrier B,698,2.15,1500.7,7.04,Delivered
R5132,San Francisco,Detroit,Carrier A,2617,1.61,4213.37,29.97,In Transit
R5133,Phoenix,Philadelphia,Carrier B,3197,3.3,10550.1,35.25,Delivered
R5134,Dallas,New York,Carrier B,2304,2.49,5736.96,27.71,Delivered
R5135,Dallas,Seattle,Carrier B,4056,1.52,6165.12,58.75,Pending
R5136,Los Angeles,Miami,Carrier B,4024,2.67,10744.08,42.8,Delivered
R5137,Detroit,Philadelphia,Carrier B,2688,1.58,4247.04,39.93,In Transit
R5138,Houston,Seattle,Carrier A,1760,2.04,3590.4,22.54,Delivered
R5139,Detroit,Phoenix,Carrier A,462,2.3,1062.6,5.66,In Transit
R5140,Las Vegas,Philadelphia,Carrier B,4317,1.74,7511.58,47.31,Delivered
R5141,Phoenix,Dallas,Carrier A,1141,2.03,2316.23,15.97,In Transit
R5142,Philadelphia,Las Vegas,Carrier C,1008,2.08,2096.64,14.98,Delivered
R5143,Boston,Houston,Carrier C,4155,2.18,9057.9,50.73,Pending
R5144,Seattle,Phoenix,Carrier C,384,2.83,1086.72,4.82,Delivered
R5145,Houston,Las Vegas,Carrier B,2651,2.54,6733.54,29.41,Delivered
R5146,Seattle,Los Angeles,Carrier B,3268,3.38,11045.84,50.38,Delivered
R5147,New York,Miami,Carrier A,1684,2.33,3923.72,19.86,In Transit
R5148,Denver,Miami,Carrier C,2676,2.94,7867.44,34.08,Pending
R5149,Boston,Chicago,Carrier A,3089,2.12,6548.68,46.1,Delivered
R5150,Seattle,Atlanta,Carrier A,3425,2.29,7843.25,50.98,Pending
R5151,Seattle,Miami,Carrier A,3544,3.14,11128.16,35.89,Delivered
R5152,Dallas,Miami,Carrier C,1486,2.44,3625.84,20.26,Pending
R5153,Phoenix,Seattle,Carrier A,4153,3.34,13871.02,46.27,In Transit
R5154,Chicago,Detroit,Carrier C,2707,2.73,7390.11,33.93,Delivered
R5155,Phoenix,Detroit,Carrier A,1910,2.54,4851.4,28.41,Delivered
R5156,Denver,Las Vegas,Carrier B,4818,2.58,12430.44,55.24,Delivered
R5157,Chicago,Dallas,Carrier A,711,2.58,1834.38,7.54,In Transit
R5158,Philadelphia,Seattle,Carrier A,773,1.76,1360.48,10.37,In Transit
R5159,Seattle,Las Vegas,Carrier A,3561,2.2,7834.2,52.55,In Transit
R5160,Atlanta,Phoenix,Carrier B,3544,2.54,9001.76,44.91,Delivered
R5161,Denver,Miami,Carrier A,945,2.43,2296.35,11.53,Delivered
R5162,San Francisco,Denver,Carrier C,2752,2.78,7650.56,32.79,In Transit
R5163,Denver,Phoenix,Carrier C,3371,2.55,8596.05,52.53,Pending
R5164,Los Angeles,Los Angeles,Carrier C,4435,2.07,9180.45,68.29,Delivered
R5165,New York,Atlanta,Carrier B,4433,3.42,15160.86,54.12,Pending
R5166,Seattle,New York,Carrier B,2936,1.6,4697.6,39.88,In Transit
R5167,Denver,Chicago,Carrier C,2922,2.34,6837.48,33.17,Delivered
R5168,San Francisco,Los Angeles,Carrier C,2422,2.56,6200.32,29.73,In Transit
R5169,Atlanta,Atlanta,Carrier B,975,2.13,2076.75,13.75,Delivered
R5170,Denver,San Francisco,Carrier C,982,2.76,2710.32,12.58,In Transit
R5171,Miami,New York,Carrier C,940,2.91,2735.4,9.73,Delivered
R5172,Miami,Boston,Carrier A,3760,1.97,7407.2,58.73,In Transit
R5173,Las Vegas,Dallas,Carrier B,2426,2.77,6720.02,26.6,In Transit
R5174,Seattle,Seattle,Carrier C,1005,2.28,2291.4,12.71,In Transit
R5175,Las Vegas,San Francisco,Carrier A,3833,1.92,7359.36,49.76,In Transit
R5176,Boston,Las Vegas,Carrier C,452,2.25,1017.0,4.86,Pending
R5177,Miami,Detroit,Carrier A,3891,1.84,7159.44,50.3,Pending
R5178,Boston,New York,Carrier A,2868,1.74,4990.32,32.35,Pending
R5179,Seattle,Seattle,Carrier C,1511,3.01,4548.11,15.27,Delivered
R5180,Atlanta,New York,Carrier C,2686,1.6,4297.6,35.25,Delivered
R5181,Los Angeles,Seattle,Carrier B,4137,2.26,9349.62,63.14,Delivered
R5182,Dallas,Seattle,Carrier C,2580,3.13,8075.4,26.89,Pending
R5183,Detroit,Houston,Carrier C,1839,2.26,4156.14,25.54,Delivered
R5184,Denver,Dallas,Carrier C,3573,3.28,11719.44,48.4,Delivered
R5185,Seattle,Phoenix,Carrier A,4127,2.19,9038.13,67.26,Delivered
R5186,Atlanta,Atlanta,Carrier A,407,2.5,1017.5,4.53,In Transit
R5187,Miami,Chicago,Carrier B,968,1.73,1674.64,11.65,Delivered
R5188,San Francisco,Las Vegas,Carrier C,4242,1.62,6872.04,45.29,Delivered
R5189,Los Angeles,Dallas,Carrier B,3848,3.15,12121.2,39.98,Delivered
